CODGEO;NBMENFISC20;NBPERSMENFISC20;MED20;PIMP20;TP6020;TP60AGE120;TP60AGE220;TP60AGE320;TP60AGE420;TP60AGE520;TP60AGE620;TP60TOL120;TP60TOL220;PACT20;PTSA20;PCHO20;PBEN20;PPEN20;PPAT20;PPSOC20;PPFAM20;PPMINI20;PPLOGT20;PIMPOT20;D120;D920;RD20
62465;97;232;20730;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62466;93;234;19400;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62467;72;173;19830;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62468;98;234;22520;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62469;233;585;21940;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62470;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62471;399;1091;21720;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62472;75;172;24340;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62473;3838;8591;19630;37,0;17,0;s;22,0;20,0;17,0;11,0;s;9,0;34,0;61,5;56,1;2,7;2,7;35,9;4,9;8,6;2,8;4,1;1,7;-10,9;11790;29910;2,5
62474;473;1164;22570;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62475;91;248;20820;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62476;418;1062;24470;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62477;281;743;23770;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62478;123;305;20270;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62479;701;1663;22110;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62480;1042;2797;20940;43,0;13,0;s;s;s;s;s;s;s;26,0;80,8;72,8;2,9;5,1;20,9;3,6;7,7;3,2;3,2;1,3;-13,0;12340;33900;2,7
62481;67;145;21150;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62483;91;242;21950;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62484;122;329;20730;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62485;131;340;19110;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62486;438;1076;20600;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62487;465;1226;20160;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62488;285;788;21830;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62489;1473;3464;20800;42,0;14,0;s;s;s;s;s;s;s;32,0;70,6;63,9;2,9;3,8;29,1;6,5;6,8;2,4;3,1;1,3;-13,0;12060;32770;2,7
62490;110;288;25360;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62491;1966;5017;24160;54,0;8,0;s;s;s;s;s;s;s;23,0;77,6;68,6;2,1;6,9;25,5;8,2;4,4;2,2;1,5;0,7;-15,7;14260;39950;2,8
62492;94;235;16930;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62493;104;250;20230;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62494;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62495;118;338;19160;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62496;100;246;22240;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62497;2871;7262;19940;38,0;17,0;s;20,0;16,0;18,0;s;s;7,0;32,0;68,4;62,6;3,2;2,6;25,9;8,6;9,0;3,4;3,9;1,7;-11,9;11630;30710;2,6
62498;13832;29705;16830;33,0;30,0;43,0;40,0;35,0;28,0;19,0;15,0;9,0;38,0;61,1;54,0;3,8;3,3;30,2;4,2;15,9;3,9;8,3;3,7;-11,4;9810;29230;3,0
62499;114;289;21690;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62500;170;387;24260;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62501;91;226;20330;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62502;1931;4957;23980;52,0;8,0;s;s;s;s;s;s;s;21,0;77,6;70,8;2,2;4,6;24,0;8,2;4,8;2,4;1,6;0,8;-14,6;14390;38150;2,7
62503;109;295;26660;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62504;100;262;22980;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62505;189;497;20950;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62506;655;1587;20440;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62507;114;299;23360;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62508;134;343;20560;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62509;121;359;21460;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62510;12157;28413;17440;32,0;27,0;38,0;31,0;31,0;27,0;17,0;15,0;9,0;39,0;62,6;56,7;3,8;2,1;30,2;2,8;14,9;4,1;7,6;3,2;-10,5;10180;28610;2,8
62511;57;146;22130;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62512;237;578;21520;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62513;83;188;19550;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62514;99;235;21790;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62515;216;552;22960;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62516;4180;9408;18850;36,0;22,0;38,0;23,0;26,0;19,0;14,0;s;8,0;37,0;64,7;58,5;3,0;3,2;29,2;6,5;11,5;3,4;5,4;2,7;-11,9;10800;30590;2,8
62517;82;203;21530;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62518;66;167;21920;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62519;239;580;18600;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62520;983;2377;25890;60,0;s;s;s;s;s;s;s;s;s;72,5;63,8;2,2;6,5;33,6;8,1;2,8;1,4;1,0;0,4;-17,0;15630;40430;2,6
62521;93;205;18520;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62522;105;250;20620;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62523;2201;5193;19050;36,0;20,0;s;23,0;22,0;s;s;s;10,0;36,0;66,7;60,7;3,9;2,1;30,8;3,3;10,1;3,2;5,0;1,9;-10,9;11390;29790;2,6
62524;600;1481;20340;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62525;4231;9459;18880;37,0;22,0;42,0;33,0;26,0;21,0;11,0;s;6,0;41,0;59,1;51,3;2,6;5,2;37,1;6,4;10,5;3,2;5,1;2,2;-13,1;10660;32540;3,1
62526;58;152;21880;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62527;106;259;19400;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62528;2792;6690;19800;41,0;18,0;s;23,0;18,0;16,0;s;s;8,0;33,0;70,0;63,1;3,3;3,6;28,9;4,3;9,1;3,1;4,3;1,7;-12,3;11510;31770;2,8
62529;608;1680;27210;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62530;200;537;20740;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62531;375;973;21160;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62532;478;1240;20270;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62533;54;147;19670;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62534;1559;3484;19340;35,0;17,0;s;s;s;s;s;s;s;31,0;64,9;57,5;2,7;4,7;31,6;5,8;9,4;3,0;4,5;1,9;-11,7;11820;30430;2,6
62535;77;167;26940;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62536;254;624;22070;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62537;43;110;25480;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62538;178;454;18690;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62539;95;260;22020;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62540;641;1671;20900;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62541;48;127;21100;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62542;79;200;21850;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62543;794;1874;20930;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62544;70;174;25350;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62545;54;144;21190;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62546;139;338;26720;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62547;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62548;3999;10368;21800;51,0;11,0;s;15,0;11,0;11,0;s;s;5,0;27,0;72,7;66,3;3,0;3,4;28,6;5,2;7,3;3,0;3,0;1,3;-13,8;12850;33950;2,6
62549;498;1079;20830;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62550;499;1133;19310;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62551;107;262;21640;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62552;430;977;20480;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62553;121;303;22250;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62554;35;101;25430;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62555;2383;5233;16460;23,0;29,0;s;31,0;33,0;34,0;23,0;s;13,0;38,0;57,8;52,6;3,7;1,5;32,9;2,2;15,6;4,0;8,1;3,5;-8,5;9940;25690;2,6
62556;128;303;21050;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62557;1085;2526;25340;61,0;s;s;s;s;s;s;s;s;s;74,9;68,0;2,4;4,5;31,1;8,2;3,3;1,2;1,6;0,5;-17,5;15200;42790;2,8
62558;62;158;20360;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62559;420;1052;21990;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62560;2073;4896;19480;38,0;16,0;s;s;18,0;s;s;s;9,0;28,0;70,2;63,9;2,9;3,4;27,0;6,3;8,6;3,2;3,8;1,6;-12,1;12000;31950;2,7
62561;81;176;23270;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62562;83;172;18410;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62563;3202;7919;17580;30,0;25,0;33,0;26,0;30,0;23,0;17,0;s;9,0;36,0;69,8;64,1;3,7;2,0;23,7;2,7;14,2;4,4;6,8;3,0;-10,4;10720;28220;2,6
62564;171;457;23640;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62565;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62566;261;689;22540;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62567;248;656;20910;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62568;281;733;23080;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62569;248;610;19700;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62570;4641;10991;18160;32,0;24,0;33,0;27,0;27,0;22,0;18,0;s;9,0;38,0;65,5;59,6;3,6;2,3;29,2;3,3;12,7;3,8;6,2;2,7;-10,7;10460;28690;2,7
62571;1781;3814;23510;57,0;10,0;s;s;s;s;s;s;s;19,0;61,3;52,2;2,9;6,2;41,3;10,2;3,7;1,3;1,7;0,7;-16,5;13440;38580;2,9
62572;260;616;18340;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62573;1503;3645;21580;48,0;14,0;s;s;s;s;s;s;s;31,0;75,9;69,8;2,6;3,5;26,3;4,8;6,8;2,6;2,9;1,3;-13,8;12210;33880;2,8
62574;85;228;22220;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62576;47;132;16030;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62577;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62578;38;101;26290;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62579;204;549;21730;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62580;184;517;21680;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62581;116;264;20360;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62582;266;687;25610;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62583;236;571;19430;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62584;526;1351;23050;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62585;164;406;19850;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62586;187;462;25960;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62587;3649;8576;18260;35,0;24,0;36,0;27,0;27,0;22,0;19,0;s;9,0;39,0;64,4;58,7;3,8;1,9;29,7;3,1;13,3;4,0;6,6;2,7;-10,5;10460;28470;2,7
62588;1035;1946;19930;42,0;20,0;s;s;s;s;s;s;s;29,0;60,5;49,8;2,6;8,1;35,8;12,2;7,8;2,0;4,0;1,8;-16,3;10810;35940;3,3
62589;414;1049;26290;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62590;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62591;84;215;20410;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62592;237;608;21630;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62593;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62594;124;312;20870;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62595;471;1191;23100;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62596;105;255;21610;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62597;120;280;22270;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62598;266;682;22450;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62599;86;227;22400;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62600;61;154;22600;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62601;68;182;19750;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62602;85;204;21720;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62603;438;1110;20210;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62604;1850;4232;24540;58,0;11,0;s;s;s;s;s;s;s;25,0;62,8;53,8;2,1;6,9;35,5;22,4;3,3;1,2;1,5;0,6;-24,0;13040;57040;4,4
62605;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62606;529;1474;26710;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62607;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62608;72;171;21000;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62609;664;1628;27640;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62610;293;634;19080;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62611;207;513;25710;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62612;240;572;25300;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62613;359;875;20280;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62614;226;590;24230;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62615;102;292;27080;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62616;66;174;19890;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62617;5164;11409;18150;33,0;23,0;29,0;30,0;27,0;21,0;16,0;s;8,0;35,0;61,4;56,1;3,2;2,1;33,7;3,9;11,7;3,3;5,8;2,6;-10,7;10960;28980;2,6
62618;459;1288;21480;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62619;56;146;21040;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62620;586;1376;20890;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62621;653;1738;21420;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62622;95;263;19850;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62623;256;721;23620;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62624;2365;5574;18760;35,0;22,0;s;26,0;26,0;s;s;s;s;35,0;67,4;60,4;4,7;2,3;27,2;3,8;12,5;3,9;6,0;2,6;-10,9;11090;29540;2,7
62625;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62626;886;2227;20630;42,0;14,0;s;s;s;s;s;s;s;31,0;72,4;67,7;2,4;2,3;28,3;3,0;8,2;3,2;3,5;1,5;-11,9;12030;31820;2,6
62627;302;844;25000;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62628;2986;6628;17210;28,0;26,0;35,0;31,0;29,0;26,0;16,0;s;13,0;32,0;60,9;55,2;4,2;1,5;32,4;2,5;13,5;3,7;6,8;3,0;-9,3;10730;26450;2,5
62629;74;174;25620;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62630;110;286;24770;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62631;167;469;20450;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62632;147;391;19610;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62633;107;245;22270;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62634;478;1291;22280;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62635;94;210;20690;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62636;114;286;25090;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62637;4091;9739;18370;34,0;21,0;35,0;25,0;22,0;21,0;14,0;s;7,0;33,0;67,2;60,8;4,1;2,3;28,6;3,9;11,3;3,6;5,4;2,3;-11,0;11240;29620;2,6
62638;489;1155;20840;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62639;169;398;26620;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62640;140;372;20640;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62641;97;223;22710;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62642;296;694;20450;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62643;5657;13249;18890;36,0;18,0;31,0;18,0;22,0;17,0;13,0;s;8,0;30,0;64,3;58,7;3,3;2,3;32,9;3,6;10,1;3,4;4,7;2,0;-10,9;11780;28500;2,4
62644;204;507;19340;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62645;2294;5673;22370;53,0;11,0;s;s;s;s;s;s;6,0;24,0;73,5;67,8;3,0;2,7;30,6;5,1;5,4;2,5;2,0;0,9;-14,6;13070;35220;2,7
62646;243;552;20550;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62647;318;744;20340;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62648;209;524;20980;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62649;340;758;19100;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62650;306;766;23540;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62651;182;456;22500;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62652;642;1516;19700;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62653;178;440;25550;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62654;297;780;25210;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62655;124;320;22690;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62656;382;981;23710;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62657;192;517;25590;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62658;47;132;25900;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62659;42;100;17080;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62660;183;465;23640;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62661;209;492;20410;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62662;337;887;22380;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62663;124;319;19600;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62664;94;247;22050;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62665;99;219;20410;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62666;1226;3002;18740;35,0;22,0;s;s;s;s;s;s;s;42,0;73,8;68,7;3,6;1,5;21,9;3,7;11,5;4,2;5,1;2,2;-10,9;10720;29080;2,7
62667;4055;8822;18110;32,0;23,0;44,0;31,0;20,0;25,0;16,0;s;7,0;35,0;59,2;53,3;4,1;1,8;34,1;3,7;13,1;3,5;6,5;3,1;-10,1;10920;28250;2,6
62668;84;219;16440;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62669;120;291;21060;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62670;257;628;20260;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62671;123;314;21210;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62672;260;676;19790;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62673;247;633;21270;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62674;221;569;23100;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62675;109;292;20560;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62676;173;428;20490;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62677;143;329;17090;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62678;264;673;21420;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
62679;127;323;23230;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s;s
